HOMD.org Taxon Data::Site/Status Filter applied Date: 2022-08-12
HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
759	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-5]	[Eubacterium]_saphenum	Named	Oral	0		U65987				Eubacterium saphenus	186804	0	0	0	SEQF1017						
762	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	segnis	Named	Oral	0		M75043				Haemophilus segnis	739	3	107	3874	SEQF1957						
763	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	showae	Named	Oral	0	ATCC 51146	L06974				Wolinella curva ss intermedium[5] | Wolinella X[3]	204	18	795	13910	SEQF1731 | SEQF2416 | SEQF2476	<EM>Campylobacter showae</EM> is a common member of the human oral microbiome.	Grows best on media containing formate and fumarate.  Will grow anaerobically in 80% N<SUB>2</SUB> 10% CO<SUB>2</SUB> 10% H<SUB>2</SUB> or in a jar under microaerophilic conditions provided by a hydrogen and carbon dioxide generator such as GasPack.	Gram-negative motile straight rods.  Cells are 0.5 to 0.8 um wide and 2 to 5 um long with round ends and two to five unipolar flagella.  The flagella are unsheathed.  In general <EM>C. showae</EM> strains are catalase positive while <EM>C. rectus</EM> strains are catalase negative. The G + C content of the DNA is 44-46%.	We find that <EM>C. showae</EM> is more common in our periodontal clone libraries than <EM>C. rectus</EM>.  Prior to the recognition that the species <EM>C. showae</EM> is  distinct from <EM>C. rectus</EM> in 1993 [1]  isolates of either species would have been called <EM>C. rectus.   </EM>	<EM>Campylobacter showae</EM> is part of Socransky's Orange Complex of organisms which are associated with periodontal disease [2].	
764	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	sicca	Named	Oral	0		AJ239292				Diplococcos pharyngis | Diplococcus siccus	490	110	1955	16399	SEQF1264 | SEQF2351						
767	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sinensis	Named	Oral	0		AF432856					176090	8	110	47	SEQF2766						
768	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sobrinus	Named	Oral	0		AJ243966				Streptococcus mutans	1310	886	33811	30505	SEQF2247 | SEQF2517						
769	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	socranskii	Named	Oral	0	ATCC 35536	AF033308				Treponema socranskii subsp. 04 | Treponema socranskii subsp. A | Treponema socranskii subsp. B | Treponema socranskii subsp. buccale | Treponema socranskii subsp. paredis | Treponema socranskii subsp. socranskii	53419	77	468	13189	SEQF1942 | SEQF2757	There are reference sequences for each of the six subspecies.					
775	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sputigena	Named	Oral	0		X67609					1019	102	194	5268	SEQF1576						
776	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	sputorum	Named	Unassigned	0		AF022768				Vibrio sputorum	206	73	65	25	SEQF3088						
777	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	anthropi	Named	Oral	0	CCUG 53819 | CIP 109408	AF481216					428712	5	67	4912	SEQF1612 | SEQF2078	N/A	Strains form small (c 0.5 mm in diameter) colonies on Columbia sheep blood agar after 5 days incubation [1].	Strains are asaccharolytic and generally unreactive in biochemical tests. Gas is not produced. Metabolic end-products of metabolism are acetate propionate and isovalerate. The major cellular fatty acids are  iso-C15:0 and C16:0. The mol % G+C content of the DNA is 59.4 [1].	Found in the human mouth	Has been isolated from an endodontic infection and clinical samples obtained from breast and pelvic abscesses peritoneal fluid and a sebaceous cyst.	
780	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	sp._HMT_780	Unnamed	Oral	0		DQ087189					671229	0	182	3172	SEQF1859						
781	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	saccharolytica	Named	Oral	0		TBS					633701	1	484	6843	SEQF1946 | SEQF2685						
782	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	fusca	Named	Oral	0	CCUG 57946 | DSM 22504 | JCM 17724 | W1435	AB683252 | FJ545433				F0012 | Prevotella genomosp. T2 Strain W1435 | Prevotella sp. oral taxon 782	589436	1	243	1937	SEQF2678 | SEQF2753 | SEQF3699	Prevotella fusca sp. nov. and Prevotella scopos sp. nov. isolated from the human oral cavity.   PMID: 20495041					
785	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uenonis	Named	Unassigned	0		TBS [AY570514]					281920	2	818	5789	SEQF1796 | SEQF2674						
786	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	phoenicis	Named	Unassigned	0	NBRC 106274	TBS [AM283040]					554117	0	453	8596	SEQF1658						
787	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	pyogenes	Named	Unassigned	0	F0041	AB200228				Bacteroides tectum	310300	6	961	19709	SEQF2453 | SEQF2665 | SEQF2666 | SEQF2667 | SEQF2668						
788	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	tetradius	Named	Unassigned	0		AF542234				Gaffkya anaerobius | Peptostreptococcus tetradius | Tetracoccus anaerobius	33036	3	358	4110	SEQF1728						
790	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilaceae_[G-2]	bacterium_HMT_790	Phylotype	Unassigned	0		AY134899					1570339	0	0	0							
794	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	multisaccharivorax	Named	Unassigned	0		AB200414					310514	4	48	5383	SEQF1987						
795	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	shahii	Named	Oral	0		AB108825					228603	4	290	2052	SEQF2687						
801	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	casseliflavus	Named	Unassigned	0		AF039899				Enterococcus flavescens | Streptococcus casseliflavus | Streptococcus faecium	37734	207	1167	39569	SEQF1734 | SEQF1961 | SEQF2549						
802	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	saccharolyticus	Named	Unassigned	0		AF061004				Streptococcus saccharolyticus	41997	17	174	11982	SEQF2060 | SEQF2533						
803	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	italicus	Named	Unassigned	0	CCUG 50447 | DSM 15952	AJ626902				Enterococcus saccharomininmus	246144	17	431	4785	SEQF2019	According to Naser <I>et</I> <I>al</I>. 2006 <I>Enterococcus</I> <I>saccharominimus</I> Vancanneyt <I>et</I> <I>al</I>. 2004 is a later heterotypic synonym of <I>Enterococcus</I> <I>italicus</I> Fortina <I>et</I> <I>al</I>. 2004.<?xml:namespace prefix = o ns = 'urn:schemas-microsoft-com:office:office' /<EM>  </EM>The GenBank reference is somewhat confusing as it has <EM>E. Saccharominimus </EM>in the header.					
804	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis	Named	Oral	0		M58837				Bacterium lacti | Bacterium lactis | Streptococcus lactis	1358	4733	14041	130303	SEQF1482 | SEQF1500 | SEQF1501 | SEQF1719 | SEQF2150 | SEQF2151 | SEQF2152 | SEQF2374 | SEQF2473 | SEQF2559 | SEQF2560 | SEQF2561 | SEQF2570						
805	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	pallidum	Named	Unassigned	0		M88726				Microspironema pallidum | Spirillum pallidum | Spirochaeta pallida | Spironema pallidum	160	4644	1574	28211	SEQF1062 | SEQF1326 | SEQF1328 | SEQF1350 | SEQF1419 | SEQF1499 | SEQF2182 | SEQF2429 | SEQF2545						
806	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	profusa	Named	Oral	0		AF292374					138595	5	189	5299	SEQF1933						
807	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	sp._HMT_807	Unnamed	Oral	0		EU592964				F0004	712411	0	8	0	SEQF2751						
808	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	sp._HMT_808	Phylotype	Oral	0		AF385565				Oral Clone BU045	712711	0	1	0	SEQF3104 | SEQF3105 | SEQF3106						
809	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	sp._HMT_809	Unnamed	Unassigned	0		EU592965				F0206	661086	0	26	3793	SEQF1670						
810	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olegusella	massiliensis	Unnamed	Unassigned	0		EU592966					712158	0	148	3808	SEQF2455						
811	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Arcanobacterium	haemolyticum	Named	Unassigned	0		AJ234059				Corynebacterium haemolyticum	28264	139	57	5200	SEQF1187						
812	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Named	Unassigned	0		M88157				Campylobacter pylori | Campylobacter pyloridis | Helicobacter nemestrinae	210	35037	72916	807555	SEQF1119 | SEQF1240 | SEQF1243 | SEQF1244 | SEQF1245 | SEQF1351 | SEQF1352 | SEQF1643 | SEQF1644 | SEQF1714 | SEQF2409 | SEQF2410						
813	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	pigrum	Named	Nasal	0		X70907					29394	18	32	3381	SEQF2059						
814	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Fannyhessea	vaginae	Named	Unassigned	0		AF325325					82135	75	232	5167	SEQF1729 | SEQF2037						
815	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	oralis	Named	Oral	0							66851	24	94	4	SEQF2671 | SEQF3102 | SEQF3103						
816	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	coleohominis	Named	Unassigned	0		AM113776				Lactobacillus coleohominis	181675	0	78	3304	SEQF1922						
817	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	crispatus	Named	Oral	0		Y17362				Eubacterium crispatum	47770	202	3263	40308	SEQF1368 | SEQF1930 | SEQF2084 | SEQF2420 | SEQF2421						
818	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	reuteri	Named	Unassigned	0		L23507				Lactobacillus fermentum	1598	770	4212	51006	SEQF1095 | SEQF1120 | SEQF1121 | SEQF1369 | SEQF1778 | SEQF1779 | SEQF1780 | SEQF2544 | SEQF2567						
819	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	johnsonii	Named	Unassigned	0		AJ002515					33959	219	1052	27267	SEQF1026 | SEQF1716 | SEQF1776 | SEQF2103 | SEQF2111 | SEQF2611						
820	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_820	Unnamed	Oral	0		AF537212				Prevotella sp. P2A_FAAD4	838	0	0	0	SEQF3072						
821	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ducreyi	Named	Unassigned	0		AY513483				Bacillus ulceris | Coccobacillus ducreyi	730	789	733	6382	SEQF1027						
822	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	tuberculosis	Named	Unassigned	0		X52917				Bacillus tuberculosis | Bacterium tuberculosis	1773	47670	162357	6722923	SEQF1032 | SEQF1034 | SEQF1096 | SEQF1129 | SEQF1130 | SEQF1132 | SEQF2283 | SEQF2299						
823	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	leprae	Named	Unassigned	0		X53999				Bacillus leprae	1769	6105	676	11071	SEQF1035 | SEQF1645						
824	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis	Named	Unassigned	0		AF155951				Bacillus cereus | Bacteridium anthracis	1392	4959	5307	240770	SEQF1037 | SEQF1038 | SEQF1041 | SEQF1139 | SEQF1140 | SEQF1141 | SEQF1143 | SEQF1150 | SEQF1151 | SEQF1153 | SEQF1708 | SEQF1709 | SEQF2323	<STRONG>Note:</STRONG>  The 16S rRNA sequence for <EM>B. anthracis </EM>is almost identical to that for <EM>B. cereus</EM> and <EM>B. thuringiensis.  </EM>					
825	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	monocytogenes	Named	Unassigned	0		EU090894				Bacterium monocytogenes | Corynebacterium infantisepticum | Corynebacterium parvulum | Erysipelothrix monocytogenes | Listerella hepatolytica	1639	14669	41951	965051	SEQF1050 | SEQF1051 | SEQF1052 | SEQF1053 | SEQF1456 | SEQF1459 | SEQF1479 | SEQF1543 | SEQF1544 | SEQF1545 | SEQF1546 | SEQF1547 | SEQF1548 | SEQF1549 | SEQF1551 | SEQF1552 | SEQF1574 | SEQF1720 | SEQF1721 | SEQF2123 | SEQF2153 | SEQF2154 | SEQF2155						
827	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pestis	Named	Unassigned	0		L37604				Bacillus pestis | Bacterium pestis | Pasteurella pestis | Pestisella pestis | Yersinia pseudotuberculosis	632	4014	250505	509118	SEQF1054 | SEQF1055 | SEQF1056 | SEQF1057 | SEQF1082 | SEQF1099 | SEQF1555 | SEQF1556 | SEQF1558 | SEQF1559 | SEQF1560 | SEQF1561 | SEQF1562 | SEQF1563 | SEQF1564 | SEQF1565 | SEQF1566 | SEQF1567 | SEQF1568 | SEQF1569 | SEQF1844 | SEQF2184 | SEQF2185 | SEQF2186 | SEQF2188						
828	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	pertussis	Named	Unassigned	0		U04950				Bacterium tussis-convulsivae | Haemophilus pertussis | Hemophilus pertussis | Microbe de | Microbe de la coqueluche	520	6181	14111	157883	SEQF1086 | SEQF2266						
829	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	Named	Vaginal	0		EF194095				Corynebacterium vaginale | Haemophilus hemolyticus | Haemophilus vaginalis	2702	1326	8998	79879	SEQF1577 | SEQF1757 | SEQF2049 | SEQF2068 | SEQF2280 | SEQF2282 | SEQF2491 | SEQF2492						
830	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	mulieris	Named	Unassigned	0		AJ427625				Falcivibrio grandis	2052	24	438	15445	SEQF1784 | SEQF1785 | SEQF2127 | SEQF2128						
831	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	otitis	Named	Unassigned	0		AY957475				Alloiococcus otitidis	1652	10	66	3262	SEQF2412						
832	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	otitidis	Named	Unassigned	0		X73976				CDC coryneform group ANF-1 like | Corynebacterium otitidis	29321	19	399	5431	SEQF2407						
833	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	catarrhalis	Named	Nasal	0		U10876				Branhamella catarrhalis | Mikrokkokus catarrhalis | Moraxella Bovre	480	2148	2407	35301	SEQF1102 | SEQF1968 | SEQF2129 | SEQF2130 | SEQF2131 | SEQF2132 | SEQF2133 | SEQF2134 | SEQF2135 | SEQF2136 | SEQF2137 | SEQF2879 | SEQF2946						
834	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	otitidis	Named	Unassigned	0		AY953147					319939	7	273	804	SEQF2695						
835	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	mucifaciens	Named	Oral	0		Y11200					57171	6	18	2	SEQF3150						
836	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	lacrimalis	Named	Oral	0	F0141					Strain F0141	33031	0	315	2833	SEQF1681 | SEQF1795 | SEQF2505						
837	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	sanguinegens	Named	Oral	0		L37789				Leptotrichia sanguinegens	40543	7	9	2	SEQF3087						
838	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners	Named	Vaginal	0		Y16329				Lactobacillus sp. EF group 47	147802	48	1106	26827	SEQF1770 | SEQF2090 | SEQF2091 | SEQF2092 | SEQF2093 | SEQF2094 | SEQF2095 | SEQF2096 | SEQF2097 | SEQF2098 | SEQF2099 | SEQF2100 | SEQF2101 | SEQF2102						
839	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	jensenii	Named	Vaginal	0		AF243159					109790	89	599	15357	SEQF1104 | SEQF1649 | SEQF1773						
840	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	indolicus	Named	Unassigned	0		NR_042753				Micrococcus indolicus | Peptococcus indolicus | Peptostreptococcus indolicus | Schleiferella indolica	33030	5	517	4523	SEQF1974						
841	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	sp._HMT_841	Phylotype	Unassigned	0		DQ666094					906	0	0	0							
842	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	ureolyticus	Named	Unassigned	0		L04321				Bacteroides corrodens | Bacteroides ureolyticus	827	15	363	6611	SEQF2613 | SEQF2614	<strong>Was previously called Bacteroides ureolyticus.</strong>					
843	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	micraerophilus	Named	Oral	0		AF473837				Dialister micraerophilus	309120	3	157	4926	SEQF1959						
844	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	vaginalis	Named	Oral	0		AY078425				Leptotrichia amnionii	187101	0	0	0	SEQF2778	Not validly named but name <EM>Leptotrichia amnionii</EM> is commonly used.  Should be validly named as a member of the genus <EM>Sneathia</EM> (see tree).					
845	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	goodfellowii	Named	Oral	0							157692	3	432	6360	SEQF1600 | SEQF2629						
847	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_847	Unnamed	Unassigned	0		FJ577250					1785996	0	0	0	SEQF2790						
848	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Peptidiphaga	gingivicola	Named	Oral	0		GQ131416					1823756	0	30	5183	SEQF1660						
849	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	johnsonii	Named	Oral	0	ATCC 49338 | JCM 16129	AB545933 | GU470900				Previously provisional taxon C25	544581	2	1965	12553	SEQF1668 | SEQF2317 | SEQF2449	Was previously provisional taxon C25 in RefSeq Extended V1.1					
850	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	cardiffensis	Named	Oral	0	CCUG 44997 | DSM 15803	AJ421779 | GU470888				Actinomyces cardiffensis	181487	3	82	3964	SEQF1667	Previously provisional taxon A75.					
851	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	haemolyticus	Named	Oral	0	ATCC 33390	HM596277 | JN227763					726	56	1577	21066	SEQF1850 | SEQF2072 | SEQF2073 | SEQF2074 | SEQF2075 | SEQF2076 | SEQF2348 | SEQF2997						
852	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	massiliensis	Named	Oral	0	JCM 16130	AB545934				Previously provisional taxon C93	461393	2	538	8156	SEQF1903 | SEQF2385	<DIV class=HOMDtext1_1>Was previously provisional taxon C93 in RefSeq Extended V1.1</DIV>					
853	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	urealyticum	Named	Unassigned	0	ATCC 43042 | DSM 7109	NR_027597				CDC coryneform group D-2 | Previously provisional taxon C28	43771	102	89	11149	SEQF1976 | SEQF2440 | SEQF2912 | SEQF2970	<DIV class=HOMDtext1_1>Was previously provisional taxon C28 in RefSeq Extended V1.1</DIV>					
854	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	pickettii	Named	Unassigned	0	ATCC 27511 | DSM 6297	NR_043152				Previously provisional taxon C02	329	186	602	68393	SEQF1977 | SEQF2172 | SEQF2514 | SEQF2603	<DIV class=HOMDtext1_1>Was previously provisional taxon C02 in RefSeq Extended V1.1</DIV>					
855	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Kytococcaceae	Kytococcus	sedentarius	Named	Unassigned	0	ATCC 14392 | DSM 20547	AJ717359				Micrococcus sedentarius | Previously provisional taxon A81	1276	13	43	7637	SEQF1978	<DIV class=HOMDtext1_1>Was previously provisional taxon A81 in RefSeq Extended V1.1</DIV>					
856	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Sanguibacteraceae	Sanguibacter	keddieii	Named	Unassigned	0	ATCC 51767 | DSM 10542	NR_027595				Previously provisional taxon D35	60920	5	19	11137	SEQF1979	<DIV class=HOMDtext1_1>Was previously provisional taxon D35 in RefSeq Extended V1.1</DIV>					
857	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	capsulatus	Named	Unassigned	0	ATCC 11166 | DSM 1710	AB017798 | D16428				Previously provisional taxon A00	1061	1401	1181	41304	SEQF1980 | SEQF2619 | SEQF2620 | SEQF2621 | SEQF2622 | SEQF2623 | SEQF2624	<DIV class=HOMDtext1_1>Was previously provisional taxon A00 in RefSeq Extended V1.1</DIV>					
858	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	testosteroni	Named	Oral	0	ATCC 11996 | DSM 50244	NR_029161				Previously provisional taxon A85	285	326	1148	52247	SEQF1981 | SEQF2047 | SEQF2057 | SEQF2058	<DIV class=HOMDtext1_1>Was previously provisional taxon A85 in RefSeq Extended V1.1</DIV>					
859	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	lactolyticus	Named	Unassigned	0	ATCC 51172 | DSM 7456 | JCM 8140	AB673373				Previously provisional taxon A64	33032	6	816	4425	SEQF1982	<DIV class=HOMDtext1_1>Was previously provisional taxon A64 in RefSeq Extended V1.1</DIV>					
860	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	gonidiaformans	Named	Unassigned	0	ATCC 25563 | DSM 19810	GQ179686 | M58679				Previously provisional taxon B92	849	12	265	6426	SEQF1983 | SEQF2550	<DIV class=HOMDtext1_1>Was previously provisional taxon B92 in RefSeq Extended V1.1</DIV>					
861	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	plantarum	Named	Unassigned	0	ATCC 14917 | DSM 20174	EU559598				Previously provisional taxon D15	1590	2847	9547	106737	SEQF1965 | SEQF1984 | SEQF2104 | SEQF2112 | SEQF2113 | SEQF2441 | SEQF2498 | SEQF2525 | SEQF2542 | SEQF2543	<DIV class=HOMDtext1_1>Was previously provisional taxon D15 in RefSeq Extended V1.1</DIV>					
862	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	Named	Unassigned	0	ATCC 15707 | DSM 20219	NR_043437				Previously provisional taxon B54	216816	835	4656	101499	SEQF1952 | SEQF2040 | SEQF2041 | SEQF2042 | SEQF2043 | SEQF2044 | SEQF2045 | SEQF2046 | SEQF2248 | SEQF2249 | SEQF2367 | SEQF2368 | SEQF2369 | SEQF2370	<DIV class=HOMDtext1_1>Was previously provisional taxon B54 in RefSeq Extended V1.1.  Original reference seq for B54 AM990172 was chimeric.Reference sequence NR_043437  is for Bifidobacterium longum subsp. infantis</DIV>					
863	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_863	Unnamed	Oral	0		AM420168				Previously provisional taxon B29	1227265	0	399	5523	SEQF2319	<DIV class=HOMDtext1_1>Was previously provisional taxon B29 in RefSeq Extended V1.1</DIV>					
864	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_864	Unnamed	Oral	0		GU561335				Previously provisional taxon E54	1316593	0	0	0	SEQF3058	<DIV class=HOMDtext1_1>Was previously provisional taxon E54 in RefSeq Extended V1.1.  Original RefSeq for E54 GU431264 was only 500 bases.</DIV>					
865	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	ascorbata	Named	Unassigned	0	ATCC 33433 | DSM 4611	AF176566 | NR_028677				Previously provisional taxon B86	51288	46	344	4716	SEQF2711	<DIV class=HOMDtext1_1>Was previously provisional taxon B86 in RefSeq Extended V1.1</DIV>					
866	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	graevenitzii	Named	Oral	0	CCUG 27294 | DSM 15540	NR_042167				Previously provisional taxon A50	55565	9	208	7344	SEQF2031 | SEQF2450	<DIV class=HOMDtext1_1>Was previously provisional taxon A50 in RefSeq Extended V1.1.  Original RefSeq for A50 AF385517 is chimeric.</DIV>					
869	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_869	Phylotype	Oral	0		KM018321					1540868	0	0	0							
870	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-6]	bacterium_HMT_870	Phylotype	Oral	0		KM018322					1540867	0	0	0							
871	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-1]	Gracilibacteria_(GN02)_[O-1]	Gracilibacteria_(GN02)_[F-1]	Gracilibacteria_(GN02)_[G-1]	bacterium_HMT_871	Phylotype	Oral	0							1226338	0	0	0							
872	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-1]	Gracilibacteria_(GN02)_[O-1]	Gracilibacteria_(GN02)_[F-1]	Gracilibacteria_(GN02)_[G-1]	bacterium_HMT_872	Phylotype	Oral	0							1226339	0	0	0							
873	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-2]	Gracilibacteria_(GN02)_[O-2]	Gracilibacteria_(GN02)_[F-2]	Gracilibacteria_(GN02)_[G-2]	bacterium_HMT_873	Phylotype	Oral	0							1226340	0	0	0							
