,phylum,class,order,family,genus,species
76853,Bacillota,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris
1164,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,Trichormus azollae
571,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
2757714,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,NA
1329816,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. MGH 7
637,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,NA
638,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus nasoniae
75984,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,NA
75985,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica
650,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas jandaei
129577,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,NA
2636315,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,NA
511062,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas sp. GK1
28131,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia
856,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium
2810537,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. BOL4-2
2100760,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,NA
2287,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus
2684468,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. QHH-9511
1642,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua
158846,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,NA
437897,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis
2202141,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium phragmitis
2800060,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,NA,NA,NA
69657,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,NA,NA
2723,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia,NA
2724,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia,Hirschia baltica
511678,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,NA
668,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri
1871047,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp.
338321,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,NA
29510,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva
2060307,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. FDAARGOS_375
28033,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,NA
338644,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus thermotolerans
1636608,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH3
1613,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum
1892404,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ABP14
1337936,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. 336/3
209769,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA
1944648,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia syzygii
2651048,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CFA
45658,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio scophthalmi
2752475,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. JSTW
88916,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella spielmanii
390805,Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Geosporobacter,NA
1424294,Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Geosporobacter,Geosporobacter ferrireducens
1971,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces noursei
76634,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Mycetocola,NA
2079792,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola zhujimingii
1163710,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter condimenti
104628,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis
1329,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis
1501662,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasuis
2767890,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,NA
1296540,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus nenjiangensis
459532,Bacillota,Bacilli,Bacillales,Bacillaceae,Terribacillus,NA
586416,Bacillota,Bacilli,Bacillales,Bacillaceae,Terribacillus,Terribacillus aidingensis
1638,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria ivanovii
1843490,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,NA,NA
2375,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,NA
2377,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Sporomusa termitida
233067,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. B264-1
1727214,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. H-CA8f
2647522,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA
488142,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sp. SCBI
53946,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,Octadecabacter arcticus
28196,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
1054034,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter cloacae
144,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia coriaceae
2843467,Uroviricota,Caudoviricetes,NA,NA,Thetabobvirus,NA
2845658,Uroviricota,Caudoviricetes,NA,NA,Thetabobvirus,Mycobacterium virus ThetaBob
2735554,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter sp. JS3050
2203895,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. YP14
930806,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus pacificus
319318,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. F11
701042,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium marseillense
2778078,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. FDAARGOS 1242
169480,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia amarae
1354,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae
117747,Bacteroidota,Sphingobacteriia,NA,NA,NA,NA
200666,Bacteroidota,Sphingobacteriia,Sphingobacteriales,NA,NA,NA
84566,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
84567,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
2628915,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
1411316,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.
1120045,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium grahamii
1183412,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium deltaense
1674922,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. CP4
849864,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. SH
117207,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis alaskensis
2490452,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,NA
1458426,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas maccroryi
47880,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva
86840,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cannabina
106654,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
1636603,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ACNIH1
756892,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
202956,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter towneri
1699624,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. P11G5
2733866,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. KCTC 72983
1028414,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. DAB_AL32B
1891919,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
300876,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus
666,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
2708020,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella antarctica
176102,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas agarivorans
2781734,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. A2-16
1442032,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces dangxiongensis
1904,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces cyaneus
67581,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces viridosporus
402236,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. NS1
2649579,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,NA
2711328,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria sp. TGY1127_2
2609255,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter sp. VKM Ac-2801
129921,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis keratiniphila
1422,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus
1921421,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus genomosp. 3
859143,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus kochii
162291,Bacillota,Bacilli,Bacillales,Planococcaceae,Planomicrobium,NA
459472,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus glaciei
1166,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum flos-aquae
1173263,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7502
861913,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Fibrisoma,NA
663275,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Fibrisoma,Fibrisoma limi
2594269,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. SNU WT5
33962,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kefiri
1513,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tetani
374981,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 7003
2675707,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. WP2-W18-CRE-05
512649,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio azureus
29548,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,NA
29549,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus marinus
364316,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,NA
364317,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae
2613771,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. BG6
1223423,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neokomagataea,NA
661191,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neokomagataea,Neokomagataea tanensis
220697,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira xiamenensis
2698679,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changnyeongensis
60550,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pyrrocinia
1796606,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus nantongensis
434008,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PBS-H4
399742,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638
82996,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia plymuthica
633,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
1604335,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia rochesterensis
635,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,NA
93378,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella hoshinae
2006115,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter piscicola
473531,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus watsonii
28232,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Geobacter metallireducens
2202000,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. NEAU-S7GS2
480035,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia wallacei
2040,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
2662028,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium yanjiei
1839798,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FDAARGOS_235
1392,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
2499213,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. BD59S
1409,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. (in: firmicutes)
2642459,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
471223,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. WCH70
386490,Bacillota,Bacilli,Bacillales,Bacillaceae,Terribacillus,Terribacillus goriensis
128574,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus brasilensis
45972,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri
53346,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii
1892249,Cyanobacteriota,Cyanophyceae,Gomontiellales,Cyanothecaceae,NA,NA
43988,Cyanobacteriota,Cyanophyceae,Gomontiellales,Cyanothecaceae,Cyanothece,NA
2649277,Cyanobacteriota,Cyanophyceae,Gomontiellales,Cyanothecaceae,Cyanothece,NA
395961,Cyanobacteriota,Cyanophyceae,Gomontiellales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7425
2546365,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Rippkaea,NA
2546366,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Rippkaea,Rippkaea orientalis
1937962,Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,NA,NA
1023,Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,Microscilla,NA
2622911,Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,Microscilla,NA
155537,Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,Microscilla,Microscilla sp. PRE1
423349,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
2617802,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
2728022,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter robiniae
406552,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp. J7-2
29380,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae
1843489,Bacillota,Negativicutes,Veillonellales,NA,NA,NA
31977,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,NA,NA
29465,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,NA
2630086,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,NA
1096935,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. OK1
374106,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter cuniculorum
1918540,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,NA
2530390,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum gordoncarteri
140,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii
104102,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter tropicalis
318683,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter albidus
53409,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas coronafaciens
2004646,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. WCHA55
564,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
450,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae
2587857,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. THAF39
488446,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia latens
1840315,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. W5N
2054,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis
71999,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris
58172,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp.
1464,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae
2576356,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FDAARGOS_527
28035,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis
88233,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus manihotivorans
1596,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri
1853231,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,NA,NA
574697,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,NA
2093856,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecalis
2560065,Uroviricota,Caudoviricetes,NA,Herelleviridae,NA,NA
2560081,Uroviricota,Caudoviricetes,NA,Herelleviridae,NA,NA
1857843,Uroviricota,Caudoviricetes,NA,Herelleviridae,Kayvirus,NA
1924733,Uroviricota,Caudoviricetes,NA,Herelleviridae,Kayvirus,Kayvirus MCE2014
689,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mediterranei
1938334,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. TPU 3598
508451,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus taiwanensis
1401,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lautus
92644,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces malaysiensis
1331736,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,NA,NA
626119,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Ruania,NA
2648503,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Ruania,NA
2603206,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Ruania,Ruania zhangjianzhongii
2027919,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp.
1646498,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. TTH0-4
730,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,[Haemophilus] ducreyi
2633235,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,NA
1430884,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium sp. T29
1437443,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium sp. T29-B
46429,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium chlorophenolicum
90322,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. A1
2100764,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,NA
1458355,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,Mixta theicola
336179,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. 643A
56877,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter bizzozeronii
1652495,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium crudilactis
1982876,Uroviricota,Caudoviricetes,NA,NA,NA,NA
1623295,Uroviricota,Caudoviricetes,NA,NA,Pegunavirus,NA
1982928,Uroviricota,Caudoviricetes,NA,NA,Pegunavirus,Pegunavirus soto
38313,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
2829816,Bacillota,Bacilli,Bacillales,NA,Exiguobacterium,Exiguobacterium sp. PFWT01
1069494,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,NA
1661,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes
1647472,Uroviricota,Caudoviricetes,NA,NA,Grutrevirus,Grutrevirus GMA5
1509,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sporogenes
89374,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,NA,NA
1007,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,NA
1008,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis
1325090,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium guangdongense
256325,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter maritimus
1195526,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Gryllotalpicola,NA
2419771,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Gryllotalpicola,Gryllotalpicola protaetiae
1479,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii
2576904,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. TCL26-01
1649480,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,NA
120,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus limnophila
